text,sentiment
Nina simu yangu ya mkononi yenye simu 23 ninapokuwa nyumbani lakini huwezi kusikia chochote,negative
bei nafuu,positive
"Hata hivyo, michezo hiyo si bora zaidi na michezo hiyo si bora zaidi",negative
plagi haikufanya kazi vizuri sana,negative
Kiruu cha amazon,negative
print operation status,negative
Inastarehesha sana,positive
betri inafanya kazi vizuri na badala ya ile ya awali iliyokuja kwa simu zaidi ya miaka 2 iliyopita,positive
"Basi karamu yake ni bora,",positive
Unapatana vizuri katika sikio lolote lile sauti ni safi na yenye sauti ya juu na shtaka hilo hudumu kwa siku kadhaa,positive
Sauti iliyo wazi sana na si lazima iharibu sauti yako kwenye kifaa cha kupigia muziki baada ya kuwa na vibonyezo vya sauti kichwani,positive
1 betri ya muda mrefu ambayo huhitaji kuiingiza tena mara nyingi kama baadhi ya simu za flip2,negative
Kwa wazi kuna tatizo katika gundi,negative
Kutamauka sana,negative
Ilikuwa kipande cha bei nafuu lakini bado ningetazamia ubora zaidi,negative
Ni kazi bure kabisa na haikuongeza kitia - moyo chochote kwenye mapokezi yangu baada ya mimi kuinunua,negative
Ubora bora kabisa wa sauti,positive
hakuwa na furaha,negative
kipande cha takataka kilichokatika baada ya kuwa kwenye simu kwa siku 2,negative
betri mpya hufanya kazi nyingi katika simu,positive
Huduma za wateja zilizo mbaya zaidi,negative
Kuangusha simu yangu mara nyingi zaidi ya vile ninavyoweza kusema hata kwenye saruji na simu yangu bado inagonga sana mbao,positive
Karamu ni mbaya sana na imejaa tuli,negative
ubora wa sauti,positive
Kifaa hiki kidogo kimebadili uwezo wangu wa kitengenezo na kufanya maisha yangu yawe rahisi zaidi,positive
Mimi nilikuwa nimeketi ndani ya gari langu huku kitanda kikiwa juu ya mshipi wangu na kichwa kikipoteza ishara,negative
zilipigwa kwa ghafula kwenye simu,negative
hufanya kazi kama hirizi inayotangazwa,positive
Maisha mazuri ya betri,positive
habari zao katika los Angerea ni mbaya sana,negative
Kibonyezo kizuri kisicho na waya,negative
chaguo la kikuza - sauti ni kubwa sana kwa taa hizo kuwa zenye kuvutia sana,negative
jambo pekee ambalo nafikiri lingeweza kuboresha ni sauti inayotoka kwenye kichwa,negative
kwanza kutoka kwenye vidimbwi vya kupangusia maji ni hajawahi kamwe kuwa na zaidi ya baa 2,negative
simu huwa moto sana,negative
maikrofoni pia hufanya kazi vizuri lakini kwa mujibu wa watu nimeita inarembesha kila kitu,positive
Ubuni na ubora mzuri,positive
Pia ikiwa simu yako inaangushwa kesi hii haitaihifadhi inapoangushwa chini,negative
Ni rahisi kutumia na kupokea na kupitisha kwa urahisi sana,positive
njia isiyofaa ni kubwa mno,negative
Haikuwa nzuri kama miaka yangu ya 11,positive
Kifaa chenye kutisha,positive
Kutumia pesa vibaya,negative
Nilikuwa nimeagiza kebo ya data ya motaola imalizike sana na bidhaa ya kufanyia kazi,positive
Penda simu hii,positive
Nilikuwa nikitafuta kifaa hiki kwa muda mrefu na sasa kwa kuwa kikuza - sauti hicho kingeweza kuwa chenye furaha zaidi,positive
nikiwa mgonjwa na kichwa changu kianzapo kulia bila sababu,negative
picha ni bora na kamera ni nzuri kama ile ya mwaka huo,positive
Maisha ya betri ni mazuri pia,positive
ile simu mbaya zaidi iliyowahi kupatikana ilikuwa na simu hiyo kwa miezi michache tu,negative
si kitu kizuri kilichofanya kazi kwa muda fulani kisha kikaanza kuwa na matatizo katika mashine yangu ya kubadili mashine,negative
Haya ni maneno yanayokera sana na pia yanaumiza masikio yangu kama ninajaribu kusukuma sikio ndani ya sikio langu,negative
inalinda simu kila upande,positive
Hii ni simu ya wastani yenye mfumo dhaifu wa betri,negative
anga lisilo na mawingu huita urefu wa muda mrefu wa maisha ya betri,positive
Teknolojia ya soyoy hunyonya,negative
kifaa cha mkononi bila malipo,positive
unaweza hata kupiga picha za nje zikiwa baridi sana,positive
Tatizo sawa na lile ambalo wengine wametaja,negative
"baada ya kujaribu vifaa vingi visivyotumia umeme, hiki ndicho hatimaye hufanya kazi vizuri",positive
Msaada wa kimzungu,positive
Kipande kilicho kibaya zaidi kilichowahi kufanywa pamoja na huduma ya wateja ya verizon,negative
Sifa mbaya ya sauti,negative
simu bora zaidi sokoni,positive
ilikuwa na matokeo sana,positive
Kampuni ilisafirisha bidhaa zangu upesi sana na kufanya kazi vizuri,positive
Hasa nilichotaka,positive
azimio la picha liko chini sana ya kile ambacho simu nyingine zenye kulinganishwa zinatoa leo,negative
Hakika huku bila ya shaka ndiko kufuzu kukubwa.,positive
Bidhaa bora kabisa ambayo nimeridhika sana na ununuzi,positive
Nawapendekezea watu hawa na kuwatia moyo wajaribu,positive
Ni bora kuliko hayo mnayo yatarajia.,positive
Kwa kutumia vifaa vyote vya masikio kushoto au kulia jambo hili halitabaki kwenye sikio langu,negative
Bidhaa na bei kubwa,positive
yasikika kuwa yenye bei ya kiasi na yenye matokeo kwa kadiri hiyo rahisi,positive
bado anasubiri kwa uhakika kwamba kitu hiki kitafanya kazi vizuri kama nitakavyopata kukirekebisha,negative
hilo ni jambo lenye kuvunja moyo sana,negative
Utumishi wa haraka sana,positive
Bidhaa bora kabisa kwa bei,positive
amependezwa sana na picha hii ya kichwa,positive
Usipoteze pesa na wakati wako,negative
Ninapenda hasa maisha marefu ya betri,positive
yake ya kipumbavu sana ili kulazimika kuendelea kununua waendesha - magari wapya vibebeo vya vifaa vya kuchezea masikioni na vifaa vya gari kila wakati simu mpya inapotolewa,negative
ni kazi kubwa,positive
Bidhaa bora zaidi za rangi ya bluu,positive
Imekuja kutoka verizon kwa sababu cingulair ana simu nzuri zaidi za mkononi kitu cha kwanza nilichoona ni huduma mbaya kwelikweli,negative
mgonjwa anatafuta kifaa kipya cha sikio,negative
ipendekeza sana kifaa hiki kwa kila mtu,positive
Enzi ya taya ni yenye kutisha pia,positive
Tulipata betri nyeupe ya rangi ambayo hufa baada ya saa mbili za awali kutumiwa kwa juma moja lakini bado hudumu kwa muda mrefu kuliko mahali pa kuishi,negative
baada ya mwaka mmoja betri ilikufa kabisa kichwani mwangu,negative
Nimetumia simu kadhaa kwa miaka miwili lakini hii ndiyo bora zaidi,positive
utafutaji mpya wenye kustaajabisha wa vuli ya 2000,positive
Hii ndiyo simu ya kwanza kutengenezwa kwa bei rahisi sana,negative
Si vizuri kusikia sauti chafu na ni lazima upige mayowe unapozungumza,negative
plastiki hukatika kwa urahisi sana kwenye kipande hiki,negative
Bei ni nzuri pia,positive
Usifanye kosa hilohilo.,negative
oh na nilisahau pia kutaja athari ya ajabu ya rangi hiyo kwenye simu yako,negative
Na zinazo kwenda kwa wepesi.,positive
Pia eneo ambamo kikosi changu kilivunjika halipendeki sana ile kamba ya sumaku,negative
Kwa ujumla mimi huwa na nia ya kuwa na simu ambayo ina miadi yangu yote na mawasiliano yangu na kupokea ukaribishaji mkubwa,positive
kila kitu kwenye simu kinafanya kazi kikamilifu.,positive
Habari nyingine kuhusu sura hii ya simu ni kwamba kwa kweli huonekana kama bland hasa katika namna zote nyeusi,negative
Kwa kweli ni rahisi zaidi kwake,positive
sanyo ameokoka maporomoko mengi ya maji kwenye paa nyeusi bila athari mbaya,positive
Vipaza - sauti vyenye kuvutia vya sikio,positive
linapata simu yangu ya mkononi mara tu niingiapo ndani ya gari,positive
paper size,negative
Napendekeza sana simu hii ya mkononi yenye bei ya juu,positive
lakini unapata furaha na uwazi zaidi kuliko simu yoyote ile iliyokuwa nayo awali,positive
Onyo litoweke!,negative
Laiti ningerudisha fomu hiyo na kurudisha pesa zangu,negative
kifaa kidogo hufanya kazi nyingi sana,positive
Nilikuwa nikiizungumzia kwa muda wa saa 1 12 na betri ingekaushwa kihalisi na kufa,negative
Kama huoni jambo hilo kuwa baya sana kwa kuwa tena kiungo hicho huja na sikio moja tu lisiloweza kupendekeza hilo kwa mtu yeyote,negative
Aliudhika sana,negative
Huenda nimerithi kasoro lakini hatungeweza kuinunua tena kwa sababu ya ubora wa jengo pekee,negative
walifanya kesi hii iwe ndogo sana na ni ngumu sana kuweka,negative
Nilirudisha simu yangu kwa ajili ya maonyesho mapya,positive
Ningependekeza ninunue mfululizo wa jabra jax10 ambao hufanya kazi bila dosari pamoja na moto q,positive
Niliipekua mtandao wa intaneti na kupata kwamba hii ndiyo thamani bora zaidi,positive
halifai,negative
Nimefurahia sana bidhaa hiyo,positive
ukubwa wa kiwambo ni wa sehemu ya juu iliyo pana iliyo na taa za kutosha na ubora wa kamera ni bora sana kwa simu ya kamera,positive
hapa hakuna jambo lolote baya ninaloweza kusema kuhusu kichwa hiki,negative
ifurahie sana kupata bidhaa hii kwenye amazon ni vigumu kuipata ikiwa imeuzwa kwa bei ya juu,positive
Kubebeka na kufanya kazi vizuri,positive
Mfanyakazi mwenzangu ninapata pesa kidogo sana kwa ajili ya mapokezi lakini onyesho ni zuri sana,positive
Hata niliipindua kabisa kabla ya mimi kwenda kulala na kung'oa jino la buluu na wfi na kugundua kwamba lilikuwa na sehemu 20 tu iliyosalia asubuhi,negative
Pia ove alikuwa na matatizo na simu ikisoma kadi ya kumbukumbu ambayo sikuzote mimi huizima kisha huizima tena,negative
si nzuri unapovaa kofia au miwani ya jua,negative
Bidhaa zilizosafirishwa kwa wakati unaofaa na zilizo bora,positive
keyboard label,positive
Imetengenezwa vizuri sana na hufaana kabisa na gx2 yangu,positive
simu mbaya sana,negative
Sehemu isiyo na betri,negative
tungeyapendekeza kwa wengine,positive
Punguza programu za kompyuta kwa kutumia kompyuta yangu,negative
Alivunjika moyo,negative
sauti mbaya iliyo wazi,negative
betri hufanya kazi nyingi sana,positive
Hawatoi wanunuzi wenye majuto juu ya hili,negative
amekatishwa tamaa sana kwa kutumia kiseyeye,negative
Nagundua kuwa hii haina udhuru na hivyo labda itarudisha simu hii na labda kubadili wabebaji,negative
mwenye sura nzuri na mwenye nguvu,positive
Nilikuwa na huduma ya gari kwa miaka 2 au 3 sasa na ninaifurahia sana,positive
Utaratibu wa kuweka habari mpya ni mgumu na wenye kuchosha,negative
Kukatishwa tamaa na chuki yoyote inayoingia katika sikio langu,negative
Programu muhimu za kuendesha motabolas,positive
safari hiyo ilichukua muda mrefu,positive
Ni rahisi sana kutumia,positive
Kutostarehe katika sikio usitumie kwa kutumia lug vx99 env,negative
kiasi cha sauti kikirushwa kutoka kwenye kizio hicho hadi mahali ambapo hapajulikani,negative
lina shtaka kwa muda mrefu ni lenye kustarehesha chini ya hali ndefu za kuvaa na ubora wa sauti ni mkubwa sana,positive
"Zinazo kwenda, kisha zikajificha,",negative
kibodi inafaa sana na ni imara vya kutosha kutotarajia matatizo yoyote,positive
Hata hivyo ni vigumu kuelewa gharama za veriz hata ingawa mipango yao ya kwanza ni sahili,negative
baada ya kutumia betri hizo usiku kucha kunakuwa na matokeo makubwa,positive
Ndio sasa tena? Na nyinyi mlikuwa mkiihimiza.,positive
Ninaipenda simu hii,positive
○ hali ya kukata tamaa,negative
si mtumiaji mwenye urafiki,negative
Kwa kusikitisha uwezo wa kujua hasa unapokea simu ni jambo la maana sana na simu hii ni yenye kusikitisha kwa habari hiyo,negative
Kisha nikabadilishana simu ileile hata ile iliyokuwa na tatizo hilohilo,negative
Hii hutokeza simu ikiwa imekwama kwenye sohani au bubu,negative
Miamba hii ya pida,positive
Ni kubwa mno kuweza kutumiwa kama kifaa kidogo chenye umbo la mvyauso na chenye ubora wa hali ya juu katika sehemu hizo,positive
Bila shaka ningependekeza jabra bt250v kwa ajili ya wale wanaotafuta faraja na bei kubwa,positive
Nilikuwa na verizon miaka 2 iliyopita na nilifurahia sana utumishi wao,positive
Sehemu maridadi ya takataka,negative
Uzi wa kuunganisha vitu ulikuwa na ukubwa usiofaa,negative
hufanya kazi kama inavyoelezwa,positive
"Isipo kuwa fedha zenu, na mali zenu kwa miezi 11 sasa",negative
nunua vitu vibaya,negative
likiwa limeridhika,positive
kelele ya bose kufuta ni ya kustaajabisha sana kwa mpita - njia,positive
Hakika betri hii ina faida kubwa.,positive
Sipsi yenye kasoro,negative
"Laiti nisingeli mfanya fulani kuwa nyota,",negative
Imevaa miwani na inafaa pamoja nayo,positive
ubora wa kifaa hicho haukubaliki ikiwa uko katika eneo tulivu sana ukaribialo kusikia chochote,negative
Singependekeza kitu hiki kwa mtu yeyote,negative
holi iliyowasili haikulingana na ile picha katika tangazo,negative
Matatizo makubwa sana,positive
kama vile pitiaji la awali lililoonekana katika chombo hiki na hakuna chochote kinachotendeka,negative
Picha hii ya simu ya chura inavutia sana na inavutia sana,positive
hujui kamwe ikiwa uliisukuma kwa nguvu vya kutosha au kwa wakati ufaao kwa ajili ya kazi unayotaka au usiyotaka,negative
sauti iko wazi na watu wanaizungumzia wanashangazwa na sifa hiyo pia,positive
"Nilinunua kisanduku cha alumini kwa ajili ya shoka langu jipya la mnazi na kilikuwa kimefanya kazi vizuri kweli kweli kweli, kimelinda mkono wangu hadi sasa",positive
Bidhaa nzuri sana iliyotengenezwa vizuri,positive
Ni lazima vifaa vya simu za mkononi viwepo,positive
Nimevutiwa sana na kazi iliyofanywa na burola kwa nguvu za simu hii,positive
Nilipokea amri zangu vizuri ndani ya wakati wa usafirishaji wa kila kitu kilikuwa na utaratibu mzuri wa kazi na kwa ujumla mimi husisimuka sana kuwa na chanzo hiki,positive
simu ni imara na haiwezi kupenya maji,positive
Sipendezwi na jambo hili na nisingependekeza kitu hiki kwa mtu yeyote,negative
lalamiko langu pekee ni lile kiasi cha sauti cha kiwango cha chini hata kinapotolewa hadi 5% 5,negative
Shukrani kwa amazon kwa kuwa na vitu ambavyo ni vya lazima kwa ajili ya bei nzuri,positive
Kisha ninaisukuma kwenye ukingo wa suruali au mifuko yangu ya nyuma,positive
Ilinibidi kwenda dukani na kununua simu mpya ya nokia ambayo inafanya kazi vizuri,positive
ni kazi kubwa,positive
sura mbaya kwelikweli,negative
Ilinibidi kubadilisha mara 3,negative
Ngao ya kelele haiwezi kubadilishwa,positive
Hakuna maendeleo halisi,negative
Rundo zuri la betri,positive
Endeleza kazi nzuri ya amazon,positive
Nao huku wanazuia msaada.,negative
Kwa kusikitisha ni rahisi kwao kuwagusa bila kukusudia kwa vifungo vya kugusa - gusa kwa wororo ukigusa simu usoni mwako bila kukusudia unaposikiliza,negative
kwa hiyo kwa msingi nilitupa pesa zangu nje ya dirisha bila kitu,negative
Kesi kubwa na bei,positive
Kilichochukua tu kilikuwa tone moja kutoka sentimeta 6 hivi juu ya meza ya jikoni na kilipasuka - vunjika hakivutii na sicheki,negative
Tarehe ya buluu ni nzuri siku chache zilizopita niliiacha simu yangu ndani ya buti nikapiga simu na kuendeleza mazungumzo bila kamba,positive
Safu ndogo maridadi yenye kupendeza iliyo na nafasi ya kutosha ya kuhifadhi vitu,positive
sikio huingiza sauti moja kwa moja ndani ya sikio lako na huonekana kuongeza sauti na uwazi,positive
Hakuna hata moja ya mambo mapya ambayo yamepata kufanya kazi vizuri,negative
Nafurahi kwamba iinunue,positive
Ziara nyingi ambazo hazijatimizwa kwa sababu hiyo,negative
Labda simu yangu ina kasoro lakini watu hawawezi kunisikia ninapoitumia,negative
Usinunue bidhaa hii,negative
Kunyonya sehemu kubwa ya bidhaa hiyo hakufanyi kazi kwa simu yangu,negative
Kutobadilika - badilika kwa hata kuropoka hakungeweza kuwa na furaha zaidi kwa mtoto wangu mpya kwa sababu ya droid,positive
Programu zilizo mbaya zaidi zilizowahi kutumiwa ikiwa ningezipa nyota hizi sufuri,negative
Kujaribu kuwatembelea watu hao ni mazoezi ya kufadhaika,negative
Hicho kisa ni kipande dhaifu cha plastiki na hakina ulinzi wowote wa mbele au wa kando,negative
Nilikuwa na kifaa cha kuchezea cha jambara na nilifurahia sana lakini ubora wa sauti ambao hasa ulikuwa ukitokeza sauti hiyo ni bora zaidi,positive
Naipenda kamera sifa yake nzuri sana,positive
Asanteni kwa utumishi huo mkubwa,positive
Kabati lake lote,positive
muuzaji ni mwenye uelewevu sana na mwenye subira ni lazima ninunue kutoka kwao tena,positive
Ninampa waya 1 nyota atawasiliana na kingularatt na kuwajulisha zoea hilo,negative
Unao babua ngozi ya kichwa!,negative
Bidhaa kubwa kwa bei,positive
Nimenunua vitu hivyo kwa ajili ya familia na marafiki na wote wanafurahia jinsi wanavyovitumia kwa njia rahisi na yenye kueleweka,positive
Miamba hii midogo isiyo na waya na pia simu hii ya bei rahisi,positive
Hakuna kitabu chochote kinachofanya kazi ambacho hakinunui,negative
Sauti ya chini yenye matope na kibweta kilichozungushwa na waya kilikuwa na nguvu nyingi sana na kiliteleza,negative
Tafadhali usipoteze pesa zako,negative
wote wakitosheka na ununuzi huu,positive
Ikiwa unatafuta kifaa bora cha kuchorea cha burola endelea kukitazama,negative
"Hata hivyo, wataalamu wa mimea wanaendelea kutumia mbinu hiyohiyo yenye kasoro",negative
Matokeo yenye kutofautiana,negative
Muundo mgumu,negative
Jambo kuu lilikuwa kazi nzuri zisizo na matatizo yoyote na wakati ulikuwa mchache kuliko ulivyotazamia,positive
Bidhaa kubwa,positive
kipande chake cha kokoto,negative
Jambo lililonipata lilikuwa kichwa changu cha nne cha rangi ya buluu na wakati kilikuwa chenye kustarehesha zaidi kuliko jastra yangu ya mwisho ambayo nilichukia,negative
Hilo latatua matatizo yote,positive
Mbaya zaidi,negative
Nina furaha sana,positive
Ilikuwa vigumu kupata mtandao wa intaneti ukipakua alama za mviringo au kufanya kazi yoyote ile,positive
Ni vigumu sana kusikia na sikuzote ninasema nini,negative
betri haikubaliki kabisa,negative
Hakika haya ni mambo ya ajabu!,negative
hufanya kila kitu kilichosemwa kingefanya,positive
Kwa sababu ya tukio hili katika kila ziara i ililazimishwa kuacha kutumia kichwa hiki,negative
hufanya kazi vizuri kwa mtoza - gari hasa ikiwa huwezi kuunganisha viunganishi viwili kwa wakati uleule,positive
Msaada wangu wa tekinolojia ya verizon ulipitia taratibu chache ambazo hakuna yoyote iliyofanya kazi na mwishowe ikanibidi kufanya kazi upya ngumu ya kufuta data zangu zote,negative
